entropy,file_length,max_line_length,nb_lines,eval_count,exec_count,obfuscation_count,fs_count,network_input_count,special_char_ratio,avg_var_length,long_vars_count,whitespace_ratio,label
4.707,1008,149,28,0,0,0,0,0,0.11507936507936507,7.25,0,0.21329365079365079,0
4.858,3014,194,43,0,0,0,0,0,0.13470471134704712,7.5396825396825395,6,0.1366954213669542,0
4.726,3387,169,103,0,0,0,0,0,0.10983170947741364,6.3,12,0.2607026867434308,0
4.446,7686,112,322,0,0,0,0,0,0.12516263335935468,7.246753246753247,31,0.309263596148842,0
4.665,311,89,12,0,0,0,0,0,0.12861736334405144,6.0,0,0.19614147909967847,0
4.71,1243,75,53,0,0,0,0,0,0.13515687851971037,8.454545454545455,9,0.3049074818986323,0
4.915,173,61,13,0,0,0,0,0,0.13872832369942195,0.0,0,0.12138728323699421,0
4.6,18590,175,630,0,0,0,0,0,0.1268423883808499,7.178477690288714,56,0.27584722969338354,0
4.394,392,62,21,0,0,0,0,0,0.09948979591836735,11.666666666666666,4,0.3010204081632653,0
4.266,1248,32,57,0,0,0,0,0,0.19631410256410256,0.0,0,0.21233974358974358,0
4.244,1960,74,74,0,0,0,0,0,0.10408163265306122,5.777777777777778,0,0.3423469387755102,0
4.625,298,52,20,0,0,0,0,0,0.12416107382550336,5.0,0,0.2684563758389262,0
4.57,35733,166,1172,0,0,0,0,0,0.13466543531189656,8.656862745098039,148,0.2906277110793944,0
4.741,84,83,2,0,0,0,0,0,0.21428571428571427,0.0,0,0.09523809523809523,0
4.815,3726,103,114,0,0,0,0,0,0.1011808910359635,6.363636363636363,2,0.2536231884057971,0
4.689,13935,231,465,0,0,0,0,0,0.09730893433799785,8.007299270072993,27,0.20703265159669895,0
4.901,3793,119,125,0,0,0,1,6,0.1399947271289217,9.657894736842104,29,0.22752438702873715,0
4.252,2994,76,156,0,0,0,0,0,0.10688042752171009,5.5,0,0.3623914495657983,0
4.548,1813,134,59,0,0,0,0,0,0.13182570325427467,8.0,5,0.2868174296745725,0
4.676,310,89,12,0,0,0,0,0,0.12903225806451613,6.0,0,0.1967741935483871,0
4.877,3374,82,134,0,0,0,0,0,0.1084765856550089,5.7,0,0.24422050978067575,0
4.371,2395,131,58,0,0,0,0,0,0.06764091858037578,5.769230769230769,0,0.30229645093945723,0
4.502,3135,120,97,0,0,0,0,0,0.15279106858054226,6.333333333333333,12,0.30590111642743223,0
4.788,7704,102,220,0,0,0,0,22,0.15602284527518173,9.85,43,0.2702492211838006,0
4.509,4765,94,187,0,0,0,0,0,0.12507869884575026,7.023255813953488,18,0.2795383001049318,0
4.864,661,76,31,0,0,0,0,0,0.09833585476550681,0.0,0,0.1649016641452345,0
4.632,2564,98,88,0,0,0,0,0,0.12402496099843993,8.814814814814815,3,0.26014040561622465,0
4.511,2884,81,137,0,0,0,0,0,0.1383495145631068,5.132075471698113,0,0.31171983356449373,0
4.443,2205,107,95,0,0,0,0,0,0.12244897959183673,6.787878787878788,0,0.31700680272108844,0
5.202,2055,235,43,0,0,0,0,0,0.27396593673965935,0.0,0,0.09781021897810219,0
4.622,1887,103,73,0,0,0,0,8,0.14308426073131955,7.479166666666667,8,0.2893481717011129,0
4.604,304,114,9,0,0,0,0,0,0.23026315789473684,7.666666666666667,0,0.2236842105263158,0
4.965,4904,114,131,0,0,0,0,0,0.14437194127243066,5.507462686567164,0,0.23858075040783033,0
4.59,3092,92,128,0,0,0,0,0,0.12871927554980594,7.947368421052632,16,0.2778137128072445,0
4.587,2451,95,99,0,0,0,0,0,0.10118319053447572,7.75,3,0.24887800897592818,0
4.536,22723,116,856,0,0,2,0,0,0.1383180037847115,5.552688172043011,24,0.325837257404392,0
4.523,28570,168,1089,0,0,0,0,0,0.14259712985649284,7.0531732418524875,66,0.3285614280714036,0
4.508,4820,116,176,0,0,0,0,0,0.15601659751037344,7.173333333333333,12,0.3562240663900415,0
4.564,1237,101,57,0,0,0,0,0,0.15036378334680678,6.055555555555555,0,0.301535974130962,0
4.842,585,95,25,0,0,0,0,0,0.08205128205128205,0.0,0,0.15213675213675212,0
4.334,5528,84,264,0,0,0,0,0,0.10944283646888567,5.109090909090909,0,0.3252532561505065,0
4.763,3011,86,93,0,0,0,0,0,0.09199601461308535,7.681818181818182,6,0.24111590833610097,0
4.814,3968,100,124,0,0,0,0,0,0.09349798387096774,7.294117647058823,6,0.20438508064516128,0
4.783,482,74,24,0,0,0,0,0,0.1016597510373444,0.0,0,0.1887966804979253,0
4.78,1877,82,67,0,0,0,0,0,0.13106020245071923,8.0,6,0.23548215237080447,0
4.989,765,135,34,0,0,0,0,0,0.12810457516339868,5.0,0,0.2196078431372549,0
4.485,24580,104,873,0,0,0,0,0,0.18433685923515053,4.340533672172808,6,0.37676973148901544,0
4.252,2234,77,111,0,0,0,0,0,0.11056401074306177,5.769230769230769,0,0.3397493285586392,0
4.305,2888,76,91,0,0,0,0,0,0.061634349030470915,0.0,0,0.2790858725761773,0
4.413,3264,117,118,0,0,0,0,0,0.1479779411764706,6.74,7,0.35692401960784315,0
4.521,3278,110,108,0,0,0,0,24,0.1537522879804759,7.346153846153846,8,0.3450274557657108,0
4.84,422,131,12,0,0,0,0,0,0.05687203791469194,8.0,0,0.07819905213270142,0
4.898,714,64,42,0,0,0,0,0,0.09523809523809523,0.0,0,0.26330532212885155,0
4.637,3178,94,104,0,0,0,0,0,0.14443045940843297,6.518518518518518,6,0.28697293895531784,0
4.636,5538,149,197,0,0,0,0,0,0.11448176236908632,8.283783783783784,26,0.24665944384254243,0
4.821,440,74,24,0,0,0,0,0,0.09772727272727273,9.0,0,0.20909090909090908,0
4.653,47222,183,1736,0,0,0,0,7,0.1306382618271145,6.9508670520231215,58,0.28346956926856126,0
4.615,3478,160,107,0,0,0,0,0,0.10350776308223117,10.408163265306122,15,0.25014376078205863,0
4.726,15020,158,611,0,0,0,0,0,0.12942743009320906,6.78139534883721,21,0.2992010652463382,0
4.91,207,132,4,0,0,0,0,0,0.23671497584541062,11.0,1,0.1111111111111111,0
4.462,31493,120,827,2,0,0,0,66,0.15212904454958245,9.398360655737704,220,0.36503349950782715,0
4.65,892,74,38,0,0,0,0,0,0.09417040358744394,10.0,0,0.22982062780269058,0
4.788,8234,105,284,0,0,0,0,0,0.1924945348554773,4.472727272727273,6,0.33215933932475106,0
5.174,564,160,21,0,0,0,0,0,0.14893617021276595,0.0,0,0.13297872340425532,0
4.698,8336,246,212,0,0,0,0,0,0.121521113243762,8.51388888888889,22,0.25803742802303264,0
4.336,3011,93,142,0,0,0,0,0,0.11125871803387578,6.363636363636363,4,0.33709730986383263,0
4.478,4722,81,126,0,0,0,0,5,0.06819144430326134,8.777777777777779,4,0.2632359169843287,0
4.588,173,100,9,0,0,0,0,0,0.06936416184971098,0.0,0,0.09826589595375723,0
4.848,11002,183,175,0,0,0,0,0,0.11770587165969823,7.618705035971223,20,0.12397745864388293,0
5.113,291626,217,2469,0,0,0,0,0,0.2305452874572226,10.416666666666666,4,0.12339434755474478,0
4.78,13361,102,371,0,0,0,0,0,0.12506548911009654,6.1525423728813555,6,0.24369433425641793,0
4.906,6327,261,213,0,0,0,0,0,0.12533586217796744,8.158878504672897,25,0.16247826774142562,0
4.59,290,72,16,0,0,0,0,0,0.1206896551724138,3.0,0,0.22413793103448276,0
4.744,613,107,23,0,0,0,0,0,0.11745513866231648,7.5,0,0.2169657422512235,0
4.501,515,78,23,0,0,0,0,0,0.08932038834951456,11.0,2,0.27184466019417475,0
4.675,96,64,8,0,0,0,0,0,0.07291666666666667,0.0,0,0.11458333333333333,0
4.526,5657,145,188,0,1,1,2,0,0.11826056213540746,7.905263157894737,19,0.3063461198515114,0
4.081,870,69,57,0,0,0,0,0,0.09885057471264368,5.0,0,0.39195402298850573,0
4.672,1590,87,63,0,0,0,0,1,0.12075471698113208,9.838709677419354,9,0.2371069182389937,0
4.676,11517,137,341,0,0,0,0,0,0.1489103065034297,10.222826086956522,79,0.27402969523313364,0
4.442,2188,98,76,0,0,0,0,0,0.11243144424131626,6.8,3,0.32541133455210236,0
4.453,3776,87,184,0,0,0,0,0,0.1382415254237288,7.309523809523809,4,0.3395127118644068,0
4.851,800,74,34,0,0,0,0,0,0.105,4.0,0,0.2275,0
4.553,1111,86,50,0,0,0,0,0,0.09180918091809182,5.0,0,0.252025202520252,0
4.697,3180,103,111,0,0,0,0,11,0.14119496855345912,9.886363636363637,9,0.2880503144654088,0
4.401,6613,84,239,0,0,0,0,0,0.17193406925752305,2.3515625,0,0.4288522606986239,0
4.924,1951,213,63,0,0,1,0,0,0.097385955920041,8.185185185185185,7,0.2106611993849308,0
4.453,407,59,24,0,0,0,0,0,0.12776412776412777,7.4,0,0.28746928746928746,0
4.724,82059,145,1179,0,0,0,0,0,0.17961466749533872,9.0,0,0.18045552590209482,0
4.8,466,72,25,0,0,0,0,0,0.1609442060085837,7.571428571428571,0,0.2446351931330472,0
4.749,27446,122,1000,0,0,0,0,0,0.15040443051810828,6.326086956521739,18,0.265138818042702,0
4.508,545,128,28,0,0,0,0,0,0.10825688073394496,5.0,0,0.27522935779816515,0
4.653,910,93,39,0,0,0,0,0,0.14725274725274726,5.1,0,0.2549450549450549,0
4.335,6067,79,295,0,0,0,0,0,0.1534531069721444,4.986486486486487,1,0.39228613812427887,0
4.618,6115,113,229,1,0,0,0,0,0.14979558462796402,7.504761904761905,21,0.3077677841373671,0
4.398,1831,102,84,0,0,0,0,0,0.10704533042053523,10.692307692307692,11,0.3096668487165483,0
4.917,264,50,14,0,0,0,0,0,0.1590909090909091,0.0,0,0.1590909090909091,0
4.644,1392,104,58,0,0,0,0,0,0.1343390804597701,11.666666666666666,4,0.24856321839080459,0
4.632,654,75,36,0,0,0,0,0,0.11467889908256881,5.0,0,0.26452599388379205,0
4.538,9289,115,301,0,0,0,0,9,0.1521154053181182,8.028901734104046,47,0.3309290558725374,0
4.706,3349,84,104,0,0,0,0,0,0.08121827411167512,7.6923076923076925,0,0.18990743505524038,0
4.593,113,47,9,0,0,0,0,0,0.08849557522123894,0.0,0,0.1415929203539823,0
4.369,59292,24,4107,0,0,0,0,0,0.6181946974296701,0.0,0,0.34790528233151186,0
4.538,92,47,9,0,0,0,0,0,0.10869565217391304,0.0,0,0.15217391304347827,0
4.668,325,72,19,0,0,0,0,0,0.12923076923076923,4.333333333333333,0,0.24615384615384617,0
4.535,2062,98,84,0,0,0,0,0,0.10911736178467507,6.818181818181818,0,0.3113482056256062,0
4.699,309,89,12,0,0,0,0,0,0.12944983818770225,6.0,0,0.19741100323624594,0
4.456,882,169,34,0,0,0,0,0,0.1383219954648526,7.413793103448276,4,0.2925170068027211,0
4.595,482,94,20,0,0,0,0,0,0.0995850622406639,8.25,4,0.22406639004149378,0
4.688,1584,90,68,0,0,0,0,0,0.1388888888888889,7.2,5,0.27714646464646464,0
4.41,2107,91,69,0,0,0,0,0,0.11485524442335074,11.216216216216216,32,0.2747982914095871,0
4.886,335,74,16,0,0,0,0,0,0.08358208955223881,0.0,0,0.17313432835820897,0
4.572,2145,82,88,0,0,1,0,0,0.14125874125874127,5.606060606060606,0,0.3067599067599068,0
5.051,2140,214,58,0,0,0,0,0,0.30093457943925234,0.0,0,0.1308411214953271,0
4.594,1647,98,83,0,0,0,0,0,0.1700060716454159,7.4,0,0.3788706739526412,0
4.684,1035,79,39,0,0,0,0,0,0.28502415458937197,0.0,0,0.2570048309178744,0
4.302,10908,112,368,0,0,0,0,0,0.17143381004767144,6.467105263157895,10,0.42143381004767144,0
5.208,450,143,18,0,0,0,0,2,0.19777777777777777,5.0,0,0.14444444444444443,0
4.57,3337,98,140,0,0,0,0,0,0.13485166317051245,9.235294117647058,16,0.32304465088402756,0
4.699,4682,114,178,0,0,0,0,0,0.14075181546347715,7.5,12,0.27894062366510036,0
4.736,5464,90,148,0,0,0,0,0,0.12133967789165447,0.0,0,0.22895314787701318,0
4.719,5194,171,139,0,0,0,0,0,0.11031959953792837,10.213333333333333,25,0.20927993839045053,0
4.412,1280,116,53,0,0,0,0,0,0.13984375,6.475,5,0.3234375,0
4.487,4925,127,203,0,0,0,0,0,0.11208121827411167,7.758620689655173,6,0.31959390862944165,0
4.556,4895,126,171,0,0,0,0,0,0.1372829417773238,7.919540229885057,7,0.28600612870275793,0
4.674,378,79,18,0,0,0,0,0,0.10846560846560846,7.0,0,0.2671957671957672,0
4.548,4971,160,156,0,0,0,0,0,0.140012070006035,8.743589743589743,11,0.3136189901428284,0
4.578,4383,99,206,0,0,0,0,0,0.16700889801505817,7.528735632183908,5,0.31439653205566964,0
4.671,310,89,12,0,0,0,0,0,0.12903225806451613,6.0,0,0.1967741935483871,0
4.763,868,146,37,0,0,0,0,0,0.097926267281106,11.454545454545455,3,0.195852534562212,0
3.48,3523,22,270,0,0,0,0,0,0.5767811524269089,5.8,0,0.37411297189894976,0
4.583,1086,92,58,0,0,0,0,0,0.12430939226519337,6.3125,0,0.30939226519337015,0
4.72,2750,140,96,0,0,0,0,0,0.12072727272727272,6.352941176470588,1,0.2676363636363636,0
4.67,313,89,12,0,0,0,0,0,0.12779552715654952,6.0,0,0.19488817891373802,0
3.976,1688,45,104,0,0,0,0,0,0.3003554502369668,8.0,0,0.40699052132701424,0
4.447,59739,119,1797,0,0,0,0,54,0.1350876311957013,9.966692486444616,608,0.3559818543999732,0
4.52,1814,72,82,0,0,0,0,0,0.13395810363836824,6.238095238095238,0,0.31201764057331866,0
4.661,3383,105,117,0,0,0,0,3,0.14750221696718888,7.7,15,0.2885013301803133,0
4.54,4454,168,154,0,0,0,0,0,0.14032330489447686,7.4,4,0.31881454872025144,0
4.295,832,61,41,0,0,0,0,0,0.109375,7.166666666666667,0,0.31971153846153844,0
4.719,2339,137,79,0,0,0,0,0,0.13467293715262932,10.333333333333334,24,0.2706284737067123,0
4.401,773,114,20,0,0,0,0,0,0.2147477360931436,10.0,0,0.2936610608020699,0
4.244,740,58,41,0,0,0,0,0,0.10810810810810811,7.545454545454546,2,0.3256756756756757,0
4.891,318,74,17,0,0,0,0,0,0.09748427672955975,0.0,0,0.22955974842767296,0
4.51,2102,103,73,0,0,0,0,0,0.1422454804947669,8.58974358974359,15,0.28639391056137015,0
4.737,679,74,36,0,0,0,0,0,0.13402061855670103,7.666666666666667,0,0.26804123711340205,0
4.508,7123,99,290,0,0,0,0,0,0.12073564509335954,5.9423076923076925,6,0.30801628527305913,0
4.356,462,75,31,0,0,0,0,0,0.13852813852813853,7.666666666666667,0,0.329004329004329,0
4.775,1374,96,57,0,0,0,0,0,0.10844250363901019,8.461538461538462,3,0.2867540029112082,0
4.587,754,70,37,0,0,0,0,0,0.1220159151193634,9.444444444444445,3,0.2718832891246684,0
4.816,522,74,23,0,0,0,0,0,0.09386973180076628,0.0,0,0.15708812260536398,0
4.907,2481,217,79,0,0,0,0,0,0.17331721080209592,5.755102040816326,0,0.24425634824667472,0
5.124,2803,82,85,0,0,0,0,0,0.131287905815198,4.0,0,0.26792722083481985,0
4.624,2448,119,79,0,0,0,0,0,0.11397058823529412,5.725,2,0.2716503267973856,0
4.967,134069,230,4192,1,0,0,0,24,0.1548456391857924,9.808432630614115,867,0.2200657870201165,0
4.803,499,82,27,0,0,0,0,0,0.12625250501002003,10.25,3,0.1903807615230461,0
4.459,532,89,25,0,0,0,0,0,0.09210526315789473,6.666666666666667,0,0.2725563909774436,0
4.662,2468,93,82,0,0,0,0,0,0.14019448946515398,8.73015873015873,15,0.26053484602917343,0
4.638,1486,101,65,0,0,0,0,0,0.1224764468371467,8.0,0,0.25639300134589504,0
4.812,261,56,13,0,0,0,0,0,0.12643678160919541,0.0,0,0.1839080459770115,0
5.254,2148,115,78,0,0,0,0,2,0.22113594040968343,4.0,0,0.18901303538175046,0
4.764,36501,138,1022,1,0,0,0,0,0.11827073230870387,9.816602316602317,123,0.2296923371962412,0
4.657,2979,109,108,0,0,0,0,0,0.12386706948640483,7.476190476190476,4,0.2628398791540785,0
4.501,51798,168,1944,0,0,0,0,0,0.14212903973126376,6.593724194880264,81,0.3201088845129156,0
5.268,4915,132,124,0,0,0,0,0,0.12919633774160733,20.0,6,0.18880976602238048,0
4.632,35648,120,998,0,0,0,0,67,0.16362769299820468,9.293370944992947,195,0.34992145421903054,0
4.352,2500,98,130,0,0,0,0,0,0.1468,5.1,0,0.3436,0
4.513,11223,96,339,0,0,0,0,5,0.16270159493896463,8.915094339622641,66,0.3445602780005346,0
4.589,493,58,28,0,0,0,0,0,0.0872210953346856,0.0,0,0.23529411764705882,0
4.949,514,64,30,0,0,0,0,0,0.09727626459143969,0.0,0,0.24708171206225682,0
4.949,1549,95,56,0,0,0,0,0,0.19431891542930924,5.461538461538462,0,0.31245965138799225,0
4.086,7871,102,243,0,0,0,0,0,0.18028204802439335,7.555555555555555,4,0.3994409858975988,0
4.493,121,47,11,0,0,0,0,0,0.08264462809917356,0.0,0,0.15702479338842976,0
4.658,1191,89,44,0,0,0,0,0,0.12846347607052896,8.5625,3,0.2577665827036104,0
4.704,821,74,40,0,0,0,0,0,0.14007308160779536,7.857142857142857,0,0.29598051157125455,0
4.718,396,62,23,0,0,0,0,0,0.12626262626262627,5.75,0,0.2222222222222222,0
4.485,11315,142,480,0,0,0,0,0,0.12699955810870525,6.306878306878307,15,0.32178524083075566,0
4.931,631,98,32,0,0,0,0,0,0.18700475435816163,8.0,0,0.2757527733755943,0
4.622,3217,184,135,0,0,0,0,0,0.1386384830587504,6.555555555555555,2,0.27758781473422445,0
4.699,12719,81,444,0,0,0,0,0,0.11250884503498702,9.843537414965986,54,0.21055114395785832,0
4.439,3890,98,136,0,0,0,0,0,0.12236503856041131,8.4,7,0.34344473007712084,0
4.507,747,100,31,0,0,0,0,0,0.10575635876840696,8.5,2,0.285140562248996,0
4.738,1911,92,84,0,2,0,0,0,0.1684981684981685,4.935483870967742,0,0.28885400313971743,0
4.461,436,89,23,0,0,0,0,0,0.09403669724770643,5.5,0,0.26605504587155965,0
4.875,824,74,37,0,0,0,0,0,0.10436893203883495,6.2,0,0.23907766990291263,0
4.438,860,70,35,0,0,0,0,0,0.10930232558139535,8.307692307692308,0,0.3058139534883721,0
4.663,15965,107,452,0,0,0,0,0,0.1840901973066082,3.645228215767635,0,0.3446288756655183,0
4.607,9373,111,356,0,0,0,0,0,0.1353888829616985,6.386206896551724,10,0.3044916248799744,0
4.462,966,106,33,0,0,0,0,0,0.10869565217391304,6.8,2,0.2701863354037267,0
4.719,1772,93,66,0,0,0,0,0,0.09142212189616253,4.75,0,0.24887133182844243,0
4.557,3356,98,121,0,0,0,0,0,0.11799761620977355,7.304347826086956,7,0.2935041716328963,0
4.791,2385,115,78,0,0,0,0,2,0.15555555555555556,7.688888888888889,10,0.27253668763102723,0
4.678,1540,74,63,0,0,0,0,0,0.10649350649350649,6.142857142857143,0,0.2525974025974026,0
4.659,3472,85,138,0,0,0,0,0,0.11779953917050691,5.961538461538462,0,0.2632488479262673,0
4.428,1476,89,68,0,0,0,0,0,0.13143631436314362,5.052631578947368,1,0.32791327913279134,0
4.553,1209,86,58,0,0,0,0,0,0.152191894127378,6.333333333333333,0,0.29280397022332505,0
4.895,467,91,22,0,0,0,0,0,0.1284796573875803,7.0,1,0.2291220556745182,0
4.383,3798,90,151,0,0,0,0,0,0.10874144286466561,8.087719298245615,0,0.3001579778830964,0
4.531,27570,160,902,0,0,0,0,0,0.12731229597388466,7.582342954159593,42,0.2931809938338774,0
5.134,529,150,21,0,0,0,0,0,0.15879017013232513,0.0,0,0.14177693761814744,0
4.87,126,66,8,0,0,0,0,0,0.11904761904761904,0.0,0,0.0873015873015873,0
4.666,306,89,12,0,0,0,0,0,0.13071895424836602,6.0,0,0.19934640522875818,0
4.694,698,74,31,0,0,0,0,0,0.09169054441260745,0.0,0,0.1977077363896848,0
4.519,3725,98,121,0,0,0,0,0,0.1261744966442953,8.844444444444445,7,0.3100671140939597,0
4.384,365,68,21,0,0,0,0,0,0.0958904109589041,0.0,0,0.29041095890410956,0
4.557,103,45,9,0,0,0,0,0,0.08737864077669903,0.0,0,0.1553398058252427,0
5.06,5348,106,184,0,0,0,0,0,0.15332834704562454,8.0,12,0.2580403889304413,0
4.62,750,104,29,0,0,0,0,0,0.11733333333333333,0.0,0,0.216,0
4.255,1162,62,58,0,0,0,0,0,0.11101549053356283,5.111111111111111,0,0.33648881239242684,0
4.233,2575,2212,14,0,0,0,0,0,0.34563106796116505,4.0,0,0.008932038834951457,0
4.696,696,78,37,0,0,0,0,0,0.09482758620689655,0.0,0,0.24568965517241378,0
4.548,2727,132,105,0,0,0,0,0,0.10194352768610195,5.848484848484849,0,0.27466079941327465,0
4.908,2339,107,69,0,0,0,0,0,0.11244121419410004,12.901960784313726,43,0.2214621633176571,0
4.66,53376,172,1675,3,6,0,3,2,0.1296462829736211,6.385126162018592,58,0.306205035971223,0
4.667,1736,88,85,0,0,0,0,0,0.16013824884792627,3.71875,0,0.32315668202764974,0
4.35,5459,101,253,0,0,0,2,0,0.1331745740978201,7.2967032967032965,8,0.333211210844477,0
4.777,474,74,22,0,0,0,0,0,0.09071729957805907,0.0,0,0.17088607594936708,0
4.923,1924,98,72,0,0,0,0,3,0.15384615384615385,7.075,8,0.2525987525987526,0
4.504,1706,107,81,0,0,0,0,0,0.11957796014067995,8.4,4,0.30773739742086753,0
4.663,309,89,12,0,0,0,0,0,0.12944983818770225,6.0,0,0.19741100323624594,0
3.48,3523,22,270,0,0,0,0,0,0.5767811524269089,5.8,0,0.37411297189894976,0
4.88,178,65,13,0,0,0,0,0,0.1348314606741573,0.0,0,0.11797752808988764,0
4.45,14303,157,563,1,2,0,0,0,0.15094735370202056,7.121621621621622,42,0.3337062154792701,0
4.379,3852,71,177,0,0,0,0,0,0.1290238836967809,6.328571428571428,0,0.3146417445482866,0
4.789,6581,232,200,0,0,0,0,0,0.13204680139796385,8.985074626865671,22,0.24570733931013525,0
4.605,3474,114,160,0,2,0,0,0,0.09096142774899252,8.35,3,0.2259643062751871,0
4.448,2756,84,112,0,0,0,0,0,0.14731494920174165,7.416666666666667,0,0.3457910014513788,0
4.36,1073,63,54,0,0,0,0,0,0.17148182665424044,9.0,0,0.37092264678471576,0
4.726,77177,145,1109,0,0,0,0,0,0.17987224173004912,9.0,0,0.1800406856965158,0
4.538,103,45,9,0,0,0,0,0,0.08737864077669903,0.0,0,0.1553398058252427,0
4.696,1789,80,70,0,0,0,0,0,0.12129681386249301,5.05,0,0.2403577417551705,0
4.86,5794,120,204,0,0,0,0,0,0.1309975837072834,10.80281690140845,46,0.31584397652744217,0
4.571,875,74,47,0,0,0,0,0,0.09942857142857142,6.5,0,0.25485714285714284,0
4.413,1643,113,80,0,0,0,0,0,0.11320754716981132,8.08695652173913,6,0.31284236153377964,0
4.647,845,89,42,0,0,0,0,0,0.11124260355029586,6.583333333333333,2,0.26272189349112424,0
4.563,2270,80,84,0,0,0,0,4,0.14405286343612334,8.653846153846153,4,0.3392070484581498,0
4.657,966,108,45,0,0,0,0,0,0.11594202898550725,5.769230769230769,0,0.2629399585921325,0
4.354,11219,104,382,0,0,0,0,0,0.11177466797397273,6.242424242424242,13,0.3379089045369463,0
5.228,1379,101,50,0,0,0,0,0,0.15736040609137056,5.0,0,0.18781725888324874,0
4.575,395,84,18,0,0,0,0,0,0.12151898734177215,7.285714285714286,0,0.25063291139240507,0
4.905,325,74,17,0,0,0,0,0,0.09538461538461539,0.0,0,0.2246153846153846,0
4.658,307,89,12,0,0,0,0,0,0.13029315960912052,6.0,0,0.1986970684039088,0
4.775,668,75,28,0,0,0,0,0,0.09131736526946108,14.0,1,0.17065868263473055,0
4.52,11968,112,349,0,0,0,0,2,0.1501504010695187,9.61003861003861,72,0.339572192513369,0
4.672,499,72,25,0,0,0,0,0,0.1282565130260521,7.333333333333333,0,0.25250501002004005,0
4.695,1241,115,45,0,0,0,0,0,0.11522965350523771,8.375,0,0.22481869460112813,0
4.613,1072,141,23,0,0,0,0,0,0.16791044776119404,5.0,0,0.2826492537313433,0
5.01,2228,278,47,0,0,0,0,0,0.1570915619389587,7.5,0,0.236983842010772,0
3.49,3367,22,258,0,0,0,0,0,0.5752895752895753,5.8,0,0.3733293733293733,0
4.534,3634,135,116,0,0,1,0,0,0.13703907539900936,7.082474226804123,23,0.3203082003302146,0
4.273,3222,56,177,0,0,0,0,0,0.14121663563004344,5.714285714285714,4,0.3569211669770329,0
4.617,176,30,16,0,0,0,0,0,0.13068181818181818,0.0,0,0.17613636363636365,0
4.301,7135,118,254,0,0,0,0,0,0.18107918710581639,7.021052631578947,4,0.41205325858444286,0
4.479,46393,115,1780,0,0,0,0,0,0.12663548380143555,7.7576754385964914,143,0.3151337486258703,0
4.43,294,61,16,0,0,0,0,0,0.1054421768707483,8.0,0,0.2755102040816326,0
4.633,2504,269,90,0,0,0,0,0,0.16134185303514376,5.644444444444445,0,0.3194888178913738,0
4.756,1475,117,60,0,0,0,0,0,0.10033898305084746,9.470588235294118,3,0.22576271186440677,0
4.391,4197,85,175,0,0,0,0,0,0.12151536812008577,5.909090909090909,0,0.34357874672385036,0
4.796,1559,102,53,0,0,0,0,0,0.12957023733162285,8.125,3,0.23155869146889033,0
4.28,684,58,35,0,0,0,0,0,0.097953216374269,0.0,0,0.2894736842105263,0
4.789,1908,161,69,0,0,0,0,0,0.14046121593291405,5.880952380952381,2,0.26257861635220126,0
4.595,2670,99,90,0,0,0,0,0,0.13820224719101123,9.963636363636363,18,0.26928838951310863,0
4.666,309,89,12,0,0,0,0,0,0.12944983818770225,6.0,0,0.19741100323624594,0
4.828,1425,135,44,0,0,0,0,0,0.16631578947368422,7.129032258064516,0,0.1880701754385965,0
4.677,313432,6081,18448,0,0,0,0,0,0.3924934276015212,11.764705882352942,8,0.06610046198218433,0
4.45,2584,71,120,0,0,0,0,0,0.12461300309597523,7.777777777777778,7,0.3270123839009288,0
4.726,888,85,42,0,0,0,0,0,0.125,0.0,0,0.2972972972972973,0
4.378,2184,116,74,0,0,0,0,0,0.08241758241758242,7.363636363636363,0,0.2866300366300366,0
4.504,18453,103,582,0,0,0,0,0,0.1633880669809787,6.354838709677419,98,0.3518669051102802,0
4.567,3339,82,104,0,0,0,0,0,0.11769991015274034,7.257142857142857,3,0.2590595986822402,0
4.461,440,65,21,0,0,0,0,0,0.12045454545454545,7.625,0,0.28863636363636364,0
4.792,1924,86,59,0,0,0,0,0,0.0816008316008316,10.461538461538462,6,0.21621621621621623,0
5.075,1081,99,59,0,0,0,0,0,0.25161887141535616,8.954545454545455,9,0.1702127659574468,0
4.697,4750,321,120,0,0,0,0,0,0.11621052631578947,10.038461538461538,18,0.22547368421052633,0
4.693,384,74,22,0,0,0,0,0,0.09114583333333333,0.0,0,0.1953125,0
4.936,984,95,40,0,0,0,0,0,0.14634146341463414,6.333333333333333,0,0.20833333333333334,0
4.315,12430,129,556,0,0,0,0,0,0.12703137570394207,7.78974358974359,16,0.3650844730490748,0
4.48,9950,110,441,0,0,0,0,0,0.14271356783919598,8.193277310924369,41,0.3193969849246231,0
4.812,1933,102,71,0,0,0,0,4,0.1438178996378686,8.043478260869565,12,0.24728401448525608,0
4.874,136,50,12,0,0,0,0,0,0.13970588235294118,0.0,0,0.1323529411764706,0
4.858,2242,108,88,0,0,0,0,0,0.1440677966101695,5.897435897435898,3,0.26360392506690455,0
4.375,14794,120,468,0,0,0,0,6,0.13911045018250642,8.123076923076923,47,0.3794781668243883,0
4.061,534,79,20,0,0,0,0,0,0.3464419475655431,0.0,0,0.20973782771535582,0
4.06,23264,118,987,0,0,0,0,4,0.17593707015130675,6.776119402985074,14,0.47923830811554335,0
4.489,24656,123,804,0,0,0,0,0,0.12491888384166126,6.366602687140115,62,0.3079574951330305,0
